t_us,E_eV,f,s
0.05,0.056234,0.0,0.0
0.1033,0.056234,0.0,0.0
0.11013,0.056234,0.0,0.0
0.1174,0.056234,0.0,0.0
0.12515,0.056234,0.0,0.0
0.13342,0.056234,0.0,0.0
0.14223,0.056234,0.0,0.0
0.15163,0.056234,0.0,0.0
0.16164,0.056234,0.0,0.0
0.17232,0.056234,0.0,0.0
0.1837,0.056234,0.0,0.0
0.19583,0.056234,0.0,0.0
0.20877,0.056234,0.0,0.0
0.22256,0.056234,0.0,0.0
0.23726,0.056234,0.0,0.0
0.25293,0.056234,0.0,0.0
0.26964,0.056234,0.0,0.0
0.28745,0.056234,0.0,0.0
0.30643,0.056234,0.0,0.0
0.32667,0.056234,0.0,0.0
0.34825,0.056234,0.0,0.0
0.37125,0.056234,0.0,0.0
0.39577,0.056234,0.0,0.0
0.42191,0.056234,0.0,0.0
0.44978,0.056234,0.0,0.0
0.47949,0.056234,0.0,0.0
0.51116,0.056234,0.0,0.0
0.54492,0.056234,0.0,0.0
0.58091,0.056234,0.0,0.0
0.61928,0.056234,0.0,0.0
0.66019,0.056234,0.0,0.0
0.70379,0.056234,0.0,0.0
0.75028,0.056234,0.0,0.0
0.79983,0.056234,0.0,0.0
0.85266,0.056234,0.0,0.0
0.90898,0.056234,0.0,0.0
0.96902,0.056234,0.0,0.0
1.033,0.056234,0.0,0.0
1.1013,0.056234,0.0,0.0
1.174,0.056234,0.0,0.0
1.2515,0.056234,0.0,0.0
1.3342,0.056234,0.0,0.0
1.4223,0.056234,0.0,0.0
1.5163,0.056234,0.0,0.0
1.6164,0.056234,0.0,0.0
1.7232,0.056234,0.0,0.0
1.837,0.056234,0.0,0.0
1.9583,0.056234,0.0,0.0
2.0877,0.056234,0.0,0.0
2.2256,0.056234,0.0,0.0
2.3726,0.056234,0.0,0.0
2.5293,0.056234,0.0,0.0
2.6964,0.056234,0.0,0.0
2.8745,0.056234,0.0,0.0
3.0643,0.056234,0.0,0.0
3.2667,0.056234,0.0,0.0
3.4825,0.056234,0.0,0.0
3.7125,0.056234,0.0,0.0
3.9577,0.056234,0.0,0.0
4.2191,0.056234,20863000.0,20548000.0
4.4978,0.056234,750500000.0,127810000.0
4.7949,0.056234,6406100000.0,1575300000.0
